name,condition,rating,cost,url
MSI GeForce RTX 1660 SUPER VENTUS GP OC 8GB Graphics Card,Pre-Owned · MSI · NVIDIA GeForce GTX 1660 · 8 GB,5.0 out of 5 stars.,$52.00,https://www.ebay.com/itm/285879971155?epid=12035015837&itmmeta=01HZ5T06DMBZW1QGDMKVTMJSVA&hash=item428fc62d53:g:C54AAOSwCkBmOOMe&itmprp=enc%3AAQAJAAAAwJe%2Fpv0EPFc7x0JdeRjYvjXr06AalebqxqObn0jmtfIbyHYRIys7FmvStiv3ZxVwvNy9saqwKXAqZJvg9JfovGOM3i1JgneQ0UQCXBUJNSxsItx0imj9vge4RhhIScxfdKKv1%2BpEJ2DTrmYT%2FCYA8c4KpJuGzHNVsl0WUHaq1Yp2NiyjnvZF3bFxh1WVEIIRT1gZT5iA%2BobgruI0RBiRELACK4HtGW65%2FmNnmRl8mmmF4X%2BxWp4Fryx6FiCnOc9FJg%3D%3D%7Ctkp%3ABk9SR4rngLr5Yw
SAPPHIRE AMD Radeon RX 5700 XT 8GB,Pre-Owned · SAPPHIRE · AMD Radeon RX 5700 XT · 8GB,5.0 out of 5 stars.,$140.00,https://www.ebay.com/itm/326145760094?epid=22034297665&itmmeta=01HZ5T06DMM0T0SZBPEKXN705K&hash=item4befcd5b5e:g:dn8AAOSwVA5mVmcI&itmprp=enc%3AAQAJAAAA4AhgS%2BpNEosiAntAY1JSW44Mk7gyESmYns%2FGSECpAGfnMjjHSUX9TspF%2B2a%2FkbMKEz8fwkAHF5wv6npabPhPuxkZAwyKgtTkRCGhBraMTVyP9KQmoIxxWhJ3ajU5EcTy2UhNMIPNw6kxhLvZfIQBMogzfboPBJynktH1NUBmt%2FX6OOn54n6lYqoFr1spS%2FfAxlmmEy71ge6Hzkf4Bl2BpOmJF247JXDu5CzPs4le5I1ipAs54rhoSEziGztNCJ%2Fv79s4v%2BZK9yYxBCBrfWTYdKraqYOVRHW2cTizr0zS7Qgc%7Ctkp%3ABk9SR4rngLr5Yw
Gigabyte GeForce GTX 1660 Ti 6GB G,Pre-Owned · GIGABYTE,5.0 out of 5 stars.,$129.99,https://www.ebay.com/itm/326145841199?epid=21031091367&itmmeta=01HZ5T06DM3MCMA86R7XHVJEMT&hash=item4befce982f:g:aPIAAOSwEftmWPQm&itmprp=enc%3AAQAJAAAA4Cj7ai3HWCsH8u7dJLv0T3s4bqABrRy5uG8HHHnv8uSi3khQq0NM5WOrdj8jDTjdKnw5GkactCXFLyYSdDPQDOzqFjcGauEy8ak9ZLwZUucKeISO3okQFNY6Zb12IDpzUCk2V64NAVIn%2FQP2frL5oH1h7%2FwcRuYmYlWjqK1qlQommFhjN4H8Lh77TjxULJR7eDPZCyYTfqw6yjlTzQWvmXDKByKv9JQiYxMDjjfSOlpXmnb2gkG%2Bk9%2FWmEE7gblqlH12Huc%2FH%2BWVT%2BCZaNNrtRpTQ7gp9ivnJcvbSt9roxLw%7Ctkp%3ABk9SR4rngLr5Yw
Custom Made RGB Mirrored GPU Backplate ARGB Light Screen Graphics Card Backplate,Brand New,,$64.99,https://www.ebay.com/itm/387037514995?itmmeta=01HZ5T06DMB4EHM92NEGMBYD33&hash=item5a1d3bccf3:g:qekAAOSwM~1kN3jm&itmprp=enc%3AAQAJAAAA4MRsy2yiGDZB8z2zPK%2Fu%2FqOa9t8YvQwmIrfkBHJRSWLK%2FapL5LIL2DjAjK9oo2dwYFQIMQcCWZO46AOaTt8YbO2TFeija9Ta2HNDvxbbN4qOqI0Z5RWqAHx8NTlQB1%2FnDCddr4emTwDd0IUIDvtQoBiPIL6UKfkvqNvodNsdOXMcIYaueE2hLtBXPznFnAUp8TQ3PWNtgRLdsYNiDCvY9EJRnE7l4wpy5RvIWvMUsXQTxoW1zrztr5oUo2EaqUVZRlsvBko8px2c1oDN2QbcSGtyx3iLg1wcLHffyh9r4Xpd%7Ctkp%3ABFBMiueAuvlj
Matrox C420 Graphics Card 4GB GDDR5 PCIe x16 4x Mini DP with Cables C420-E4GBLAF,Very Good - Refurbished,,$193.57,https://www.ebay.com/itm/314647953291?itmmeta=01HZ5T06DMZ577Z8Z8K88P6J78&hash=item49427abf8b:g:~GIAAOSwvP9mTgoQ&itmprp=enc%3AAQAJAAAA4EU1H2WmVx1yuy6AghqBuE68yhkG7cUuMkK2xY74DRh7nR8oJHsf9CSa17HpUn898xhgZsN5U6Ozn1A%2F7natjPHL93%2FtonumSS8qqgxgt1J%2BkJyFjtKkICmp0VSMuXZtdkmNYfr%2BJuxzlKzQOllcDE8ijGktFWTgxlhur%2F2QyfAAVMB32OYUixWNiY3xgEsLZpFJYfO2ErRUfg2Avk7gIDnLYwNuDIFHjajusoyW%2FoFD9d%2BdXF5BYdFof5A88ISKKDCe6OKIjx7lmk4644tuL8KD1CAtoMdduZefzaGYOvn4%7Ctkp%3ABFBMiueAuvlj
GIGABYTE GeForce GTX 1060 3GB GDDR,Pre-Owned · GIGABYTE · NVIDIA GeForce GTX 1060 · 3 GB,4.5 out of 5 stars.,$55.00,https://www.ebay.com/itm/405007664322?epid=25026719820&itmmeta=01HZ5T06DMS699DATESGCT1TRQ&hash=item5e4c5684c2:g:nDwAAOSwmf1mWOt4&itmprp=enc%3AAQAJAAAA4F55%2FRTA6g4nbrviWm5jPBPXdsjrRBJVbIJ28rNkQPzDob38rn3pZGMQW8DGZbZAq0ov17MY9UHysDRYLqFrQ3mVL9OsV%2FPRoPDvjbaRVmpxhKKerlvlx3ce6md2XBxOfW83H5QSKxak5haro9Xhj06N9EvfMQhLbIJumPrNXYjGOp5yeKxTU42aBkzB622nG50oSbuz89Qkonjq35ZCWngf7fTRHbMcbaO%2BHjZZdXBTbPgiv8pm0RJrK19ukcLQUPQK0EJoSy%2B198UD%2FBm27L%2FkmVCY%2BD%2BaHUWc1h%2FrUYbJ%7Ctkp%3ABFBMiueAuvlj
MSI RX 5700 XT Gaming X  GDDR6 8GB Graphics Card GPU-Fast Shipping✈️,Pre-Owned,,$160.47,https://www.ebay.com/itm/135064047956?itmmeta=01HZ5T06DM56B386K9FHCPFDTT&hash=item1f7271d154:g:ZVcAAOSwP7JmR9IR&itmprp=enc%3AAQAJAAAA4NqQ1m9v%2FqT4%2BHrmzgVBNpKs9ueZ%2B5wzNTAXlutfVPxuHrjjBfIHPdUe7KarqsiXWCaLi2mzeu6UyeDpsFCWyLpetYvphrQVTRjRHyIJQZMa%2BGNl09yOnc%2BcJOUGlzYwWQZlsbiTP8HKBkvNQe4lj9paaswONk0R%2FP3O6cHi3s4xlEXEjvc6l%2BkEJSFHXpgusu8ikODViYlAcVbvZBMNfjE9m%2FW0XN51dHtq9IO1Sf31hnw%2BoX6g19sGk3nZz1obiY%2B6y56nueugUhe72phrOAP4RHl2Q4XH%2B6i2LwJlcF6F%7Ctkp%3ABFBMiueAuvlj
Sapphire PULSE Radeon RX 5600 XT 6GB GDDR6 Graphics Card (Mining VBios),Pre-Owned · SAPPHIRE · AMD Radeon RX 5600 XT · 6 GB,4.5 out of 5 stars.,$100.00,https://www.ebay.com/itm/285723119703?epid=3039485232&itmmeta=01HZ5T06DM4XK3N57HK4V3QCHK&hash=item42866cd057:g:MCYAAOSwnG1l4Lfl&itmprp=enc%3AAQAJAAAAwPVBUxluVFXqpd2diWAKRecCoBBERBONb6U3kCkh6BSNxKDnMne%2FwD4yhVloS66hr226bK2pbCwmT8jXG9u5zpKZyapLrKmf%2F4kUrDTQfs1CroSuv3IowqKU04q9aTBhmM7xr1MMysJUUkFlZV16bTPgQysRNDgx6emIJQ76uWR2XlonkbvD4oUoum8OkiEGC7b7AwFvb1s%2B%2Bv8roUPUXzTwjvHyXlrgN%2BDNJf%2F0gIRDdP%2BxPXzIZulhlAHAyurP9w%3D%3D%7Ctkp%3ABk9SR4rngLr5Yw
MSI NVIDIA GeForce GTX 1080 8GB Ga,Pre-Owned · MSI · NVIDIA GeForce GTX 1080 · 8 GB,4.5 out of 5 stars.,$40.00,https://www.ebay.com/itm/135082420489?epid=2254310682&itmmeta=01HZ5T06DMM8P1FPF0X6M04EVN&hash=item1f738a2909:g:4AMAAOSwvGRmWOAv&itmprp=enc%3AAQAJAAAA4GzsustVMRtutwodYyowZkK9ZvMeReCdlMoYF1ajJH8uT5nzLSyA%2FMQ8PvQ9XuzFsuW86%2BOUmLEwUC7c7CWVC1IwlzEpN2s%2B2s0gGtxrY31lKnrVRWRKCkxtf6n%2FOOJB7iSLJJB28vFp8Z5pUD20NWPiQLhKUJ6N40t5b1blso6T1rt6pJfdPLSAflbXknQBshFiDXf1ppBQ10Qb691AdD3HR%2BLhZpjUN%2BZ30WqGzo33eP2QFBXZ4vxe4ihIof8MMNqzQ%2F45oT9rJO4QskXEpyJGu9Wsw8A3S9M0hbw73Gxi%7Ctkp%3ABk9SR4zngLr5Yw
MSI GeForce RTX 3050 AERO ITX OC 8,Open Box · MSI · NVIDIA GeForce RTX 3050 · 8 GB,4.0 out of 5 stars.,$219.00,https://www.ebay.com/itm/256528608628?epid=7059038082&itmmeta=01HZ5T06DMDBPKHFF3Q2AXEGDR&hash=item3bba4bed74:g:jeEAAOSwIBdmWOt7&itmprp=enc%3AAQAJAAAA4OX2TzNKODuNKcOAPAgtLPAADnzfjXRoDGjGL%2Be9gKZ1iMkHDyFGgiJYf95QGkZtubH3Q18B%2B0qXqPAmOXagUCz86Bwai%2BWLSyaGpK63OWf%2Fc%2FOEA%2BYWn7ly9SwMqIrF5dcN6Gbrkx%2FeCtp1ZvAEQKCniB0HsXCRIqDJV5zbvhcr6gY4Uolt2nof5Whx1s%2BkovBFxnszR9cIynNkSd7KfYX4zNasKZYaDaKOILxj0vIl401yz8ybemjh9qL0TGRm%2FJ79nYj4BOEqIasMfMKflLfzGFvwL0PVsS%2ByHNHb%2FLSw%7Ctkp%3ABk9SR4zngLr5Yw
XFX Speedster QICK 308 AMD RX 6600 XT 8GB GDDR6 Graphics Card GPU(EXCELLENT),Pre-Owned · XFX · AMD Radeon RX 6600 XT · 8 GB,4.5 out of 5 stars.,$105.50,https://www.ebay.com/itm/335413089025?epid=7050669923&itmmeta=01HZ5T06DM2HJVJE6V1GQ0FAEP&hash=item4e182d9301:g:~3UAAOSwRaVmNGR2&itmprp=enc%3AAQAJAAAAwEoKtb8oZ3BvCaaa7kWYjIiAvDfiu5UBt2Vsfqx%2F9wEP3cKwGKeCrCANwvYxu%2Bi1Vrw98FHO3f5hrwQKjtvTOYxsT0pmpcy8adkJ8rWWqiTLNWQFBdArue1wYoQwOd68lO9x86sfyu56rGyqLM%2FHKL3fjXF1JV5vPrmnxh7ZIddJ1kdZb%2B1HwdrLx2fHQ7imrp4E1TrgCt2HNktPh7raAws%2B1mvukNPdYaU54DIGdo1Zj%2B1G4N4QvB9M4Fb766xHRw%3D%3D%7Ctkp%3ABk9SR4zngLr5Yw
EVGA GeForce GTX 970 Video Graphics Card 04G-P4-3973-KR,Pre-Owned · EVGA · NVIDIA GeForce GTX 970 · 4 GB,4.5 out of 5 stars.,$45.00,https://www.ebay.com/itm/285872624343?epid=220562138&itmmeta=01HZ5T06DMTAJNCR4V728BFRDA&hash=item428f5612d7:g:D-QAAOSwRkhmTpjg&itmprp=enc%3AAQAJAAAA4HgKI9YRO9krxcX93UQQZgtODK4LT63mgckY%2BqRym7S6qxhhHBKKWnJ6hqCCGwzfWTKEtkrEoe%2FJcw2el%2FUvWE%2FjPHxipIqgZCBuBF7DlY89%2BMN4%2Fsr8AYR8VE1jISEqEqXNywMYPq6JXDa4K%2FKXgZ4qJRifcUJLACiQtYwZJu1COF7SmfOE9S5z7WhBkNb7MT759A3m3A9N6fyj6fMRw8QMuvtHDu42FZs3XQdnAZUYubXUp%2FEMA5kT7kA0Ua0KNQiVlKbADQSEDIy7etbRY1RmHW8w%2BzhukkYlCnCakY3n%7Ctkp%3ABk9SR4zngLr5Yw
nvidia geforce gtx 1080 8gb gddr5x pci express 3.0 graphics card,Pre-Owned · Graphics · NVIDIA GeForce GTX 1080 · 8 GB,,$88.00,https://www.ebay.com/itm/256526155524?itmmeta=01HZ5T06DM0DDERAJ8SRBMND43&hash=item3bba267f04:g:CXkAAOSwrWFlZRxB&itmprp=enc%3AAQAJAAAAwFECr09T8f11SfCZXsBtmV7bmuz929woC6%2BRBoFYlZN8Sjg13tx9SjMOeWU3gGgASB2Qv95tdzT0%2ByAQEUTliyWNoRH5UqYO7rMgLqSpYaoSXFAJFof%2BjYu7oyIxnGWKY%2FGiJiH3MOeUp4DpKLO4hBn59iEnemoxSHEAxvShskW9%2B%2F2R1GRcqRNoXM8tTRF6bkj3FmH1dPLf0ZFhbgl7vN3Gq4gveQ%2FDqaoYlvDcM9fDCFbqmw9U8Q3quVz7HpC4HA%3D%3D%7Ctkp%3ABk9SR4zngLr5Yw
ZOTAC GeForce GTX 1660 Super 6GB GDDR6 (ZT-T16620F-10L) PLEASE READ!,Pre-Owned · ZOTAC · NVIDIA GeForce GTX 1660 · 6 GB,5.0 out of 5 stars.,$46.00,https://www.ebay.com/itm/305583683273?epid=21035383898&itmmeta=01HZ5T06DMJ8RBZ3NWPMWQNRNP&hash=item472634f6c9:g:0M4AAOSwSd9mUBT8&itmprp=enc%3AAQAJAAAA4FtFrPuVeHxf14GVBmg2eSVfJO2bIH9Lx0thO6wXOqhuMCELiPT77YaOCREuZYGIQ87mhUs648bxlUvAYqtGuEN1XdpGnJGOz9UaxIAE9xDzBUTW8XN%2FlOfnw0Pl1Ijf8%2Be1CVZlGgR0hk4KQ4R8jDbfHrWBys%2BhEQ%2FHFA%2BUWeUzKjR8Z7kGrL9ZyqN4wBZas2NkLPa%2BXMhhTJTv%2BjRl8D9mnZfMXB61omFChoaL8onlgt5JHAmqg%2Fzins6u3%2BV8cfJwnGeLV0d1mP02vY8cufglZDw45GCl14WgbKdg0RLj%7Ctkp%3ABFBMjOeAuvlj
"Gigabyte GeForce 1650 4GB GDDR5 Graphics Card - HDMI, DisplayPort",Parts Only · GIGABYTE · 4 GB,,$34.99,https://www.ebay.com/itm/186396423281?itmmeta=01HZ5T06DNGKJ1GBY0P4DG8EA0&hash=item2b6617b471:g:QhIAAOSwrtRmHuLZ&itmprp=enc%3AAQAJAAAA4I79jdIdOfknoFYH7bOhAgZQ1JP%2FWrlNK7MzunUN%2Bw5R87VK59Sxe2ktg3EQT44rziEn3NGzhNUKdsvDK5B2ySB%2BXQQT%2B4HG4ybQLsbyOAgjpcvrh7GE%2FTPWTdFLuqlRh0qxZ3XnntE3xDKMWAZ%2F73mDu1hoqvxHxL7ATnWMh3QqxINuMMhWeKygio1GJsGIq%2Fs5cEecI9aW9p%2Fh1MgpXqtcG71zM%2BujbZbmR5kG9Mg8vprJYF7bO0Z5HoEF8rrSUg8kEbYc%2Bmzi0R4YYC3oMqbUgQ4NsXJH3qGLBiftFNGt%7Ctkp%3ABFBMjOeAuvlj
XFX Speedster SWFT 210 AMD Radeon RX 7600 Core Gaming 8GB GDDR6 Graphics Card,"Never Used, Mint Condition",5.0 out of 5 stars.,$229.94,https://www.ebay.com/itm/126410841295?epid=6061726116&itmmeta=01HZ5T06DN6ASG9KTS6Y9MFJTC&hash=item1d6eac5ccf:g:yAMAAOSwxu1mDr6D&itmprp=enc%3AAQAJAAAAwCSa0ZDZRxRUfisf4G4J1PbMy7UzpN4N8%2FK70Gs9s3rx%2FU8HXRrDVmpR3QQPIPZNDWwSB80Q4p9yi6uUV9TL3gD9QJ82ak1PjakgtQr2so2RIt8mwOz9ONkNggQkEl5I2gJta1ejba0OenRQ%2F8XCXt84vWPVRVna9EihOtT707pPNDttXnICu5w%2FRmGIAU6%2BxBTZOsA1pPnDxvDY4LuzMzGJ3BAlzddFeiJ2UjMXbDeNQXpW%2BQIMVYIDyuRdvS%2BV2g%3D%3D%7Ctkp%3ABk9SR4zngLr5Yw
ASUS TUF Gaming NVIDIA GeForce RTX,Pre-Owned · ASUS · NVIDIA GeForce RTX 3080 · 10 GB,,$450.00,https://www.ebay.com/itm/335417895784?itmmeta=01HZ5T06DNCAKCB866RFWJQC9W&hash=item4e1876eb68:g:SFgAAOSwMbtmWPZN&itmprp=enc%3AAQAJAAAA4GchqBkbKx8nUVuVGfxhqqcQp68xwtNXpN3nUSW3GEueWRpIDLQH500hd1c4oww8CIycKCpC0qdqHJGMshVsRG6PwVjCEAvJ0sP8gxzDeNATW6ppTqeSDKrEI%2BD0edaIF0ViqTzhQm%2F8q0Pe0fzTVEjC5OsF3zyo9IGW34bPkoAvgjxbqH7UQCmQ70DOjmpz7mdZKLPpGmMqFUt2d6iFE%2BKTfWLIWcR%2BsIM8h2DkVFyoJvwIMVUbYf4sJC1ZyOiRZtg38ZIrfC1jmam42FX4gLVuHMGMcfwOMP46SSQl3pn0%7Ctkp%3ABk9SR4zngLr5Yw
GIGABYTE AMD Radeon RX 6800  GAMIN,Open Box · GIGABYTE · AMD Radeon RX 6800 · 16 GB,4.0 out of 5 stars.,$355.00,https://www.ebay.com/itm/315403747276?epid=21042950016&itmmeta=01HZ5T06DNK73YHTQKA24RK4Y6&hash=item496f873fcc:g:~40AAOSwDHpmWKOt&itmprp=enc%3AAQAJAAAAwDe4OiBcYRzC62469iEAH%2B%2FXdzAnNX7eq34ajZC%2BuN3n%2FY5sHFdim0kV4eoOE99kqy3Z02P2acQ%2BBA9Na5jVHIEfg525E7RVqXIpskiChVVzN7wCT92HTg6ErI1EuPc%2BDDvAvJFElHAB%2F4WMC5Y2nXQnAPF667lASK7ElS00kyOBlYCaibR2gl72HuPti8pq8eBPTw4sheINA8Y41sEbP8PSmYm5IYhdxvsSo1rZaApOpT4BlfDzLvwL6M1mvEhVTg%3D%3D%7Ctkp%3ABk9SR4zngLr5Yw
XFX RX 5500 XT Thicc II Pro 8GB GD,Pre-Owned · XFX · AMD RX 5500 XT · 8 GB,5.0 out of 5 stars.,$4.25,https://www.ebay.com/itm/116200033969?epid=13036436319&itmmeta=01HZ5T06DND2G45M9F4897KTZJ&hash=item1b0e0fceb1:g:1n0AAOSw~RpmL-C2&itmprp=enc%3AAQAJAAAAwAE8jicE4dW9eEfWmmTIRhY6aYx8mvwYXcDKkppUqv2yfELdVy2CGIw1QAiuy447cn5PfAkeUxu51sK7smp6sPbuoZQ5xFt2T2ANsi%2BUht%2BlleuQaAfaCFy6zcwBNcbyuDvsuwVDbYZuoN%2FjM1vqBvj4NKSmU7m7uBRch9cEXg37KRtxrVJNU5mkEmSfCsRM1Mkm5VwLfdxCCUAuSfC%2FB3Jk8QQa27er3rj91WSd7oUNgNCBzK8Cg%2FFMeCBXYcIQnA%3D%3D%7Ctkp%3ABk9SR4zngLr5Yw
"Gigabyte GeForce RTX 3050 8GB GDDR6 Graphics Card - HDMI, DisplayPort",Parts Only · GIGABYTE · 8 GB,,$109.99,https://www.ebay.com/itm/186408369781?itmmeta=01HZ5T06DN13A2QAAN508ZECGK&hash=item2b66cdfe75:g:k9gAAOSwN5VmJqiR&itmprp=enc%3AAQAJAAAA4FS4KFUg%2BIdI%2BaPeUvicuM50gu6KR9DwCbEO%2FqUOCC0WERCXL9rFucmdEgEBZlNY%2B5xRLbUMIv1lai6nUPqY7ok3%2BH%2FjjgHZg8nv7T2ehxvfWJlImhYOtIgRfZCN9pCtbljfrR2%2BY3J1ZO%2FFtn1B6DLo7wNU%2FSOfn%2FAglAXwdDa4T7eJ6x1eFuFJypgkXhfH%2FUssQA3Ikvvo0BKwjLauvX6m5gyE55H3BWnldRanWN4CafOiullldNgFkmyaiTEQAlZoRQIiuySzRosNKIghWBd1wkCyGWcbOc%2BTTk0VV5uZ%7Ctkp%3ABk9SR47ngLr5Yw
GIGABYTE Radeon RX 570 4GB Gaming 4G GDDR6 Graphics Card (GV-RX570GAMING-4GD Rev,Pre-Owned · GIGABYTE · AMD Radeon RX 570 · 4GB,4.5 out of 5 stars.,$40.00,https://www.ebay.com/itm/285775159513?epid=6036150664&itmmeta=01HZ5T06DNBSHJ28DB3S6QB0MD&hash=item428986e0d9:g:oeQAAOSwUmZl-yhT&itmprp=enc%3AAQAJAAAAwIfJRq8LeHPoUGIVg3ga139xAVSyQgdGBFKrrA1AwMlSBCjnFy4BVifUvWy97nSEPVsgzRdgm66ak%2BYJgfeH0fjwGHmRsk9OrzAzYuAO%2BptduVrwcH7KDgtHY0Nq0kKuCuxZphqc55guNTIII%2BNmNr3UqD%2BqMsw%2B03iWqlA5J6V75xcQkSCTDkSL6t73NoXe0UmkZrydavIjixaLuQVOD9bbJsIH57w3NOjvGol7PDu4wgvh2jRJZzlb43Zxkhxwaw%3D%3D%7Ctkp%3ABk9SR47ngLr5Yw
MSI GeForce RTX 3080 Ventus 3X GDDR6X Graphics Card,Pre-Owned · MSI · NVIDIA GeForce RTX 3080 · 10 GB,5.0 out of 5 stars.,$390.00,https://www.ebay.com/itm/166777488978?epid=23040959947&itmmeta=01HZ5T06DN8K01QFY978J3BE9F&hash=item26d4b68652:g:IHkAAOSwIRNlxFMz&itmprp=enc%3AAQAJAAAAwG80YNuyX1YdIUNYLXu11N3vO8IuB%2F7MD0E%2Bd5tr%2FiVjeh4zsoo1bFEwKbqiD%2BXCr%2Bnj85FGb261tQ3ozPyEKE4lHjoBqjP11FzujNuxbW8Lj2U5XlaAlonXODPk8%2BD0RXm%2Fj5IJXyEeEMZeXoh6dJYN1bN6OJUSWmXR602xv4bekPpfz9U8nfpHh4RCtlddojm9lh5GMVWS7mjRD7j0k2ibiMQnkOe2ZQZIQjJShH%2FdEUaM7Cwj7ljW5dKQ37BF%2BQ%3D%3D%7Ctkp%3ABk9SR47ngLr5Yw
EVGA GeForce GTX 1080 Ti FTW3 Gami,Pre-Owned · EVGA · NVIDIA GeForce GTX 1080 Ti · 11GB,5.0 out of 5 stars.,$199.00,https://www.ebay.com/itm/176401330002?epid=5032174213&itmmeta=01HZ5T06DN8CMXVRVYMPV7WMGK&hash=item291256af52:g:YkoAAOSwt6FmWJfP&itmprp=enc%3AAQAJAAAA4ADs7Unc0gpdSNDjs1Y0CLg3GEV0T1T%2Bx2yLt0dPmdcp00SxG%2F04xTzYGkCfBRMpviDQYZCZf0fBMdHAgoLGX8C68d7alOwLJJCHfcRA3JuKFzdnBLW1AwmOzKoAMkm18gZOz2Fq8hj7fH1kgRZ6S5T8ZXZ1v5tknIydpA%2BZqcmZl971xv7wkkURC3KCKLB%2Bnl0pAzB%2F08mGEgozRFaNyABfphDAv6TrUWlYeNg0CU9Pe7WHm3eU3EUm5ZcVpkjshvDWaQ1g7WPPCT4eQXYDRD6QlI22RWPi%2F1JTikKRsP9O%7Ctkp%3ABk9SR47ngLr5Yw
NVIDIA GeForce RTX 3070 Ti Founders Edition 8GB GDDR6X Graphics Card —Never Used,Open Box · NVIDIA · NVIDIA GeForce RTX 3070 Ti · 8 GB,5.0 out of 5 stars.,$185.00,https://www.ebay.com/itm/285881444112?epid=13047877872&itmmeta=01HZ5T06DNPYX58MQRDSEVDHKS&hash=item428fdca710:g:3gsAAOSw8ddmQ-5w&itmprp=enc%3AAQAJAAAA4EXaaoviyOg2l%2Fj8rbWrdOzaJAw1%2BFZ1twviLIolmiaeQPM4WF5EXGYmOVPzMKB%2Flbprzycyv1rTgdBRo9aID%2Fpo4t231R3C5THVnMljzsejcyfYc39q58NqN4E%2Bcr9HPyIX8d3irDZwnQG8%2B7qXxTZTqUQ3y45JZ6MpG%2BSxUAQN%2BWeijr9WZLkl%2FdApA5qDEUW4aqpPcoOk57xje1oA1JsV0SzohfSov%2BuhHd%2FbnRYcocg55OYqUcmUaVja4SbQ7GK38sB98V6rfVlQW2wLmwktQ89fMFmVARUAA22RgGVX%7Ctkp%3ABk9SR47ngLr5Yw
MSI GeForce RTX 3080 Ti GAMING X T,Pre-Owned · MSI · NVIDIA GeForce RTX 3080 Ti · 12 GB,4.5 out of 5 stars.,$549.99,https://www.ebay.com/itm/166794245987?epid=23047887148&itmmeta=01HZ5T06DN4F6EM2B2Z0DQ659C&hash=item26d5b63763:g:~ZMAAOSwdGdmWPnN&itmprp=enc%3AAQAJAAAA4D70qI4weWmhHgZHPhxnvoVJy5j2q8Z0%2BsGjffuMb2O%2FckUAS48OfG5EzTfocNRK652kxyCrUS6YpuDkPtr4YSxfttzg3RLiUdr76%2BIKjH8xdRVE9BjQ18fmN%2BmUxx9snzrqTvOZwOskWIhSTmldBNYNHMkvi8jLEkKP4Uubq6yVVFrHp29tNj5KTdwYFtvkpVltywIWi2fZyT%2BEaZuVzUynIwKLez3cHEWqekF%2BlLuD0yLCU7lGtJ26o7quKsMTXAtjgfn4g59RMm%2BF%2BRAUO6oYPcahhlnqxmxcB0LfmUQ%2F%7Ctkp%3ABk9SR47ngLr5Yw
Dell NVIDIA Quadro P4000 8GB GDDR5,Pre-Owned · Dell · NVIDIA Quadro 4000 · 8 GB,,$201.00,https://www.ebay.com/itm/235587282449?epid=23049767365&itmmeta=01HZ5T06DN3X4BG4CA9WBJJDRB&hash=item36da18a611:g:P44AAOSwqOxmTSFG&itmprp=enc%3AAQAJAAAA4LRppJaw5ymNLakC6%2Fn--0fdjJpjO0nsNmnkRisEfQYq15T1qaAGLP3%2FjZHPKJWuYS0%2BD79bszc%2Fk%2Bg3vGo%2BLJBhaRxD%2FNhYdMiQA3iz5kMQu%2BKgkilvFLgZqz4Wr3NlL8KfU6gn%2BC4VFMON3G0KGZ6ZP9a%2FRcout4JO%2F8uv1JMDFPgEJhVqcg2yXATTb%2BxbE9ifUuCvWqFDQ74jO6QQC4v33LUazPXIMF91PwWGLYwWmku0z3I6aKnYwcDg9HEqd0Y6Weuw2PPcNQSvzPv%2BWza2TkRVoALL0iBZQe9uIIv6%7Ctkp%3ABk9SR47ngLr5Yw
NVIDIA Tesla P40 24GB DDR5 GPU Accelerator Card Dual PCI-E 3.0 x16 - PERFECT!,Pre-Owned · NVIDIA · NVIDIA Tesla P4 · 24GB,5.0 out of 5 stars.,$149.99,https://www.ebay.com/itm/196310785399?epid=27032254618&itmmeta=01HZ5T06DNJMMX0BX8XCTZ27GD&hash=item2db508dd77:g:VkMAAOSwQkBk83bK&itmprp=enc%3AAQAJAAAA4O2mI%2BhX2Rnm25TYRctughmyx1TMDuWImR191%2BccaFUMfdW0YxYASofuBUf0tiAT1wmOfEIgt7Th33b7CP3d4rzYFP07KOPIJRkaLwWjTwa2sFZJnyJc2KqJtiRuLX%2F4tAMTiQfwSqIcXE%2BsW6nG3jAskhlmsnDgYQ6jrXIOPA2aFe9GAb2CsbHz9byW%2BA4x3F4AwGsAYy%2FsyDLDHFFZc77T11xtdtMoiCmGzFkJuVq8mNw4Ou90ZV3FUvrbym0Qf3S0iCrjNgOAI2ItDFc%2Bi9uKLlaP3TAIC%2BkRpQnf7mbp%7Ctkp%3ABk9SR47ngLr5Yw
Gigabyte GeForce RTX 3060 EAGLE OC Rec 2.0 12GB GDDR6 Graphics Card,Pre-Owned · GIGABYTE,,$229.00,https://www.ebay.com/itm/256526730956?itmmeta=01HZ5T06DNFS9G9VYAZJRTVZWY&hash=item3bba2f46cc:g:HLoAAOSwj4VmVpYT&itmprp=enc%3AAQAJAAAA4FO2YO7HuC9hstZgnwVaAZiSf9i1sII5NOi%2Bal199UZ6%2BzU49TqI66iNDOx21IwvG8k0nJVygHWw8axtGhzICaqaLx1Y4xHUME6ju%2FAiHiNEUJ%2FSSclbDVLQHTZGTht25D0NWcbigKGog0MqdGsWy7MjkORaezPiK1i%2Bd%2F5T9Ss8vKwdSuDABf3hOEXPRjWJ0exPjc8%2F46K%2F1PcE4XnGkTItopLMgghOSeOV78m45aIxKPCeRl3Jq3KPgsJCVfuqpge0HBWQmJLF2qIEMTRD5z4g9sJccLx4ijydIFnx%2BsRG%7Ctkp%3ABk9SR47ngLr5Yw
